# Descriptor tail for the Figure 4 interim plan. FROM BENCHMARK PROPERTIES ONLY; no answer-key input. Rule: population = the 9,167 coordinate-distinct representatives (lexicographically first coreid per group, benchmark/frozen/coord_keys.json), minus the 6 sealed exclusion-set structures; take the 1,000 highest helium void fraction (vf_he), then add every remaining structure with largest cavity diameter d_max > 15 Angstrom. Descriptors from /home1/users/Bei/recon/out/c00-c39.csv (geom.py: vf_he = fraction of cell where a He probe centre fits; d_max = 2*max min_i(|r-r_i|-sigma_i/2)). RECORDED BEFORE ANY RUN. Skip this line.
n,structure_id,vf_he,d_max,selected_by
678,2018[Co][nan]3[ASR]6,0.341333,11.0862,vf_he_top1000
679,2018[Co][nan]3[ASR]7,0.349333,11.1288,vf_he_top1000
680,2018[Co][nan]3[ASR]8,0.357075,11.1394,vf_he_top1000
681,2018[Co][nan]3[ASR]9,0.347875,10.8331,vf_he_top1000
682,2018[Cr][tbo]3[ASR]1,0.391067,13.8522,vf_he_top1000
683,2018[CuZr][she]3[ASR]1,0.634215,16,vf_he_top1000
684,2018[Cu][fmj]3[ASR]1,0.502546,12.1607,vf_he_top1000
685,2018[Cu][fmj]3[ASR]2,0.473665,11.4317,vf_he_top1000
686,2018[Cu][iab]3[ASR]1,0.494048,12.1796,vf_he_top1000
687,2018[Cu][nan]3[ASR]11,0.433637,12.1382,vf_he_top1000
688,2018[Cu][nan]3[ASR]12,0.361987,10.3004,vf_he_top1000
689,2018[Cu][sql]2[ASR]5,0.473429,10.5718,vf_he_top1000
690,2018[Eu][nan]3[ASR]1,0.323574,9.62456,vf_he_top1000
691,2018[Eu][umc]3[ASR]1,0.390593,10.0308,vf_he_top1000
692,2018[Eu][umc]3[ASR]2,0.48699,11.5569,vf_he_top1000
693,2018[Hf][scu]3[ASR]1,0.585266,14.8191,vf_he_top1000
694,2018[Mg][ant]3[ASR]2,0.361551,9.81526,vf_he_top1000
695,2018[NiCo][scu]3[ASR]1,0.34369,12.8327,vf_he_top1000
696,2018[NiCo][scu]3[ASR]2,0.341358,12.7757,vf_he_top1000
697,2018[NiCo][scu]3[ASR]3,0.343024,12.748,vf_he_top1000
698,2018[NiCo][scu]3[ASR]4,0.343857,12.8266,vf_he_top1000
699,2018[Ni][fmz]3[ASR]1,0.449969,13.6557,vf_he_top1000
700,2018[Ni][fmz]3[ASR]2,0.440872,13.335,vf_he_top1000
701,2018[Ni][fmz]3[ASR]3,0.369908,10.8777,vf_he_top1000
702,2018[Ni][fmz]3[ASR]5,0.325102,10.7171,vf_he_top1000
703,2018[Ni][fmz]3[ASR]6,0.323083,8.89669,vf_he_top1000
704,2018[RhZr][she]3[ASR]1,0.613143,16,vf_he_top1000
705,2018[Tb][sql]2[ASR]1,0.390022,9.7631,vf_he_top1000
706,2018[U][hcb]2[ASR]5,0.356975,12.5644,vf_he_top1000
707,2018[U][tbo]3[ASR]1,0.691133,16,vf_he_top1000
708,2018[YCu][nan]3[ASR]1,0.366844,9.84386,vf_he_top1000
709,2018[Y][bcu]3[ASR]1,0.462816,11.0073,vf_he_top1000
710,2018[Zn][bcu]3[ASR]1,0.420179,16,vf_he_top1000
711,2018[Zn][hmc]3[ASR]1,0.397125,13.95,vf_he_top1000
712,2018[Zn][ith]3[ASR]2,0.611949,16,vf_he_top1000
713,2018[Zn][nan]3[ASR]11,0.426871,16,vf_he_top1000
714,2018[Zn][nan]3[ASR]4,0.524093,16,vf_he_top1000
715,2018[Zn][nan]3[ASR]5,0.523101,16,vf_he_top1000
716,2018[Zn][nbo]3[ASR]1,0.318182,10.5256,vf_he_top1000
717,2018[Zn][pcu]3[ASR]18,0.400207,10.3503,vf_he_top1000
718,2018[Zn][pcu]3[ASR]19,0.383083,9.37104,vf_he_top1000
719,2018[Zn][pcu]3[FSR]19,0.361193,9.37104,vf_he_top1000
720,2018[Zr][bcu]3[ASR]1,0.45257,10.1416,vf_he_top1000
721,2018[Zr][nan]3[ASR]2,0.321784,12.6222,vf_he_top1000
722,2018[Zr][nan]3[ASR]3,0.468281,15.0155,vf_he_top1000
723,2018[Zr][nan]3[ASR]4,0.381918,12.9629,vf_he_top1000
724,2018[Zr][nan]3[ASR]5,0.432569,11.6204,vf_he_top1000
725,2018[Zr][nan]3[ASR]6,0.351158,12.0387,vf_he_top1000
726,2018[Zr][scu]3[ASR]1,0.606238,15.5759,vf_he_top1000
727,2018[Zr][scu]3[ASR]2,0.580973,14.6025,vf_he_top1000
728,2018[Zr][scu]3[ASR]3,0.465947,12.0759,vf_he_top1000
729,2019[Al][fon]3[ASR]1,0.40188,9.72871,vf_he_top1000
730,2019[Al][fon]3[ASR]2,0.345661,9.19973,vf_he_top1000
731,2019[Cd][ins]3[ASR]2,0.321102,8.58088,vf_he_top1000
732,2019[Cd][nan]3[ASR]12,0.358684,8.79987,vf_he_top1000
733,2019[Cd][tfz]3[ASR]3,0.418564,10.3723,vf_he_top1000
734,2019[Ce][dia]3[ASR]1,0.333975,7.0192,vf_he_top1000
735,2019[Ce][noq]3[ASR]1,0.340274,9.49879,vf_he_top1000
736,2019[CoEu][tam]3[ASR]1,0.503261,16,vf_he_top1000
737,2019[Co][nan]3[ASR]1,0.361792,11.1547,vf_he_top1000
738,2019[Co][nan]3[ASR]13,0.359413,11.0683,vf_he_top1000
739,2019[Co][nan]3[ASR]14,0.364011,11.2393,vf_he_top1000
740,2019[Co][nan]3[ASR]15,0.366072,11.2136,vf_he_top1000
741,2019[Co][nan]3[ASR]19,0.490915,14.1882,vf_he_top1000
742,2019[Co][nan]3[ASR]2,0.351111,11.5958,vf_he_top1000
743,2019[CrZr][csq]3[ASR]1,0.570756,16,vf_he_top1000
744,2019[Cr][acs]3[ASR]1,0.473463,13.7557,vf_he_top1000
745,2019[Cr][acs]3[FSR]1,0.45446,13.4414,vf_he_top1000
746,2019[CuYb][tbo]3[ASR]1,0.627276,16,vf_he_top1000
747,2019[Cu][nan]2[ASR]3,0.315259,7.33445,vf_he_top1000
748,2019[Cu][nan]3[ASR]10,0.590608,14.4541,vf_he_top1000
749,2019[Cu][nan]3[ASR]2,0.363601,10.58,vf_he_top1000
750,2019[Cu][nan]3[ASR]6,0.342365,16,vf_he_top1000
751,2019[Cu][nan]3[ASR]7,0.437374,11.9416,vf_he_top1000
752,2019[Cu][nan]3[ASR]8,0.437806,12.0363,vf_he_top1000
753,2019[Cu][nbo]3[ASR]1,0.371553,10.4768,vf_he_top1000
754,2019[Cu][pts]3[ASR]2,0.330054,8.53171,vf_he_top1000
755,2019[Cu][she]3[FSR]1,0.401278,15.3816,vf_he_top1000
756,2019[Cu][tbo]3[ASR]1,0.367189,12.3077,vf_he_top1000
757,2019[Cu][tbo]3[ASR]2,0.369021,12.434,vf_he_top1000
758,2019[Cu][tbo]3[ASR]3,0.369632,12.3304,vf_he_top1000
759,2019[Dy][nan]3[ASR]4,0.314423,10.3677,vf_he_top1000
760,2019[Er][nan]3[ASR]2,0.375288,9.31752,vf_he_top1000
761,2019[Er][nan]3[FSR]1,0.363747,9.31752,vf_he_top1000
762,2019[Fe][acs]3[ASR]1,0.481728,14.0042,vf_he_top1000
763,2019[Fe][fmz]3[ASR]1,0.450211,13.2679,vf_he_top1000
764,2019[Fe][stp]3[ASR]1,0.650892,16,vf_he_top1000
765,2019[Fe][stp]3[ASR]2,0.646377,16,vf_he_top1000
766,2019[GaCu][agw]3[ASR]1,0.466444,13.2463,vf_he_top1000
767,2019[InCu][nbo]3[ASR]1,0.458944,15.3479,vf_he_top1000
768,2019[In][mmt]3[ASR]1,0.474166,11.2377,vf_he_top1000
769,2019[In][nan]3[ASR]1,0.358127,14.594,vf_he_top1000
770,2019[In][stp]3[ASR]1,0.65867,16,vf_he_top1000
771,2019[Mg][nan]3[ASR]1,0.362109,11.1374,vf_he_top1000
772,2019[Mg][nan]3[ASR]2,0.361394,11.5182,vf_he_top1000
773,2019[Mg][nan]3[ASR]3,0.349333,11.5217,vf_he_top1000
774,2019[Mn][kgd]2[ASR]1,0.395747,8.18779,vf_he_top1000
775,2019[Ni][fcu]3[ASR]1,0.378106,14.0947,vf_he_top1000
776,2019[Ni][nan]3[ASR]1,0.358779,11.1328,vf_he_top1000
777,2019[Ni][nan]3[ASR]3,0.351111,11.3588,vf_he_top1000
778,2019[Np][shp]3[ASR]1,0.339084,11.1234,vf_he_top1000
779,2019[Tb][fcu]3[ASR]1,0.397043,12.2028,vf_he_top1000
780,2019[Tb][she]3[ION]1,0.508678,16,vf_he_top1000
781,2019[Tb][urx]3[ASR]1,0.506331,14.9692,vf_he_top1000
782,2019[Tb][urx]3[FSR]1,0.48399,14.9692,vf_he_top1000
783,2019[Th][bcu]3[ASR]1,0.463667,14.2843,vf_he_top1000
784,2019[Th][bcu]3[FSR]1,0.412276,14.146,vf_he_top1000
785,2019[Y][pcu]3[ASR]1,0.318939,7.61305,vf_he_top1000
786,2019[YbCu][tbo]3[FSR]1,0.570729,16,vf_he_top1000
787,2019[Zn][ant]3[ASR]1,0.454185,13.1926,vf_he_top1000
788,2019[Zn][nan]3[ASR]11,0.333632,11.1647,vf_he_top1000
789,2019[Zn][nan]3[ASR]5,0.348769,9.51038,vf_he_top1000
790,2019[Zn][pcu]3[ASR]7,0.357049,12.4043,vf_he_top1000
791,2019[Zn][snz]3[ASR]1,0.364388,15.0148,vf_he_top1000
792,2019[Zn][sql]2[ASR]2,0.338532,6.43754,vf_he_top1000
793,2019[Zn][sra]3[ASR]1,0.323956,7.54585,vf_he_top1000
794,2019[Zr][bcu]3[ASR]1,0.456519,10.6856,vf_he_top1000
795,2019[Zr][bcu]3[ASR]2,0.332798,10.4976,vf_he_top1000
796,2019[Zr][csq]3[ASR]1,0.61285,16,vf_he_top1000
797,2019[Zr][csq]3[ASR]2,0.610774,16,vf_he_top1000
798,2019[Zr][csq]3[ASR]3,0.608892,16,vf_he_top1000
799,2019[Zr][flu]3[ASR]1,0.410815,10.6519,vf_he_top1000
800,2019[Zr][flu]3[ASR]2,0.389146,8.43617,vf_he_top1000
801,2019[Zr][scu]3[ASR]2,0.490969,13.3167,vf_he_top1000
802,2019[Zr][scu]3[ASR]5,0.590534,15.6338,vf_he_top1000
803,2019[Zr][sjt]3[ASR]1,0.501075,16,vf_he_top1000
804,2019[Zr][sqc]3[ASR]1,0.489266,13.1905,vf_he_top1000
805,2020[Ag][nbo]3[ASR]1,0.358603,13.7477,vf_he_top1000
806,2020[Al][fmz]3[ASR]1,0.439673,13.8804,vf_he_top1000
807,2020[Cd][kgd]2[ASR]1,0.321053,8.01829,vf_he_top1000
808,2020[Co][nan]3[ASR]22,0.341746,10.7103,vf_he_top1000
809,2020[Co][nan]3[ASR]23,0.322206,10.7402,vf_he_top1000
810,2020[Co][nan]3[ASR]24,0.342968,10.6478,vf_he_top1000
811,2020[Co][nan]3[ASR]25,0.318543,10.7093,vf_he_top1000
812,2020[Co][nbo]3[ASR]2,0.661272,16,vf_he_top1000
813,2020[Cu][kgm]2[ASR]3,0.438374,13.3276,vf_he_top1000
814,2020[Cu][lil]3[ASR]1,0.427797,11.6992,vf_he_top1000
815,2020[Cu][lil]3[FSR]1,0.397439,10.4398,vf_he_top1000
816,2020[Cu][nan]3[ASR]2,0.39617,11.4743,vf_he_top1000
817,2020[Cu][nbo]3[ASR]2,0.666653,16,vf_he_top1000
818,2020[Cu][nbo]3[ASR]3,0.666488,16,vf_he_top1000
819,2020[Cu][nbo]3[ASR]4,0.661305,16,vf_he_top1000
820,2020[Cu][pts]3[ASR]2,0.470685,10.0027,vf_he_top1000
821,2020[Cu][pts]3[ASR]3,0.523408,10.9946,vf_he_top1000
822,2020[Cu][she]3[ASR]1,0.407914,15.6422,vf_he_top1000
823,2020[Cu][she]3[ASR]2,0.407027,15.5911,vf_he_top1000
824,2020[Cu][she]3[FSR]1,0.408532,15.6422,vf_he_top1000
825,2020[Cu][she]3[FSR]2,0.407538,15.5911,vf_he_top1000
826,2020[Cu][sql]2[ASR]1,0.329202,8.19759,vf_he_top1000
827,2020[Cu][sql]2[ASR]12,0.335918,7.25554,vf_he_top1000
828,2020[Cu][tbo]3[ASR]1,0.376348,12.4246,vf_he_top1000
829,2020[Cu][tbo]3[ASR]2,0.370242,12.3645,vf_he_top1000
830,2020[Cu][tbo]3[ASR]3,0.36841,12.4263,vf_he_top1000
831,2020[Cu][tbo]3[ASR]4,0.368105,12.3305,vf_he_top1000
832,2020[Cu][tbo]3[ASR]5,0.368105,12.3305,vf_he_top1000
833,2020[Cu][tbo]3[ASR]6,0.367622,12.3885,vf_he_top1000
834,2020[Eu][sql]2[ASR]1,0.321563,8.24004,vf_he_top1000
835,2020[Fe][nuc]3[ASR]1,0.574888,14.2765,vf_he_top1000
836,2020[Fe][tbo]3[ASR]1,0.571578,16,vf_he_top1000
837,2020[Fe][tbo]3[ASR]2,0.571841,16,vf_he_top1000
838,2020[Hf][flu]3[ASR]1,0.552579,16,vf_he_top1000
839,2020[In][nan]3[ASR]2,0.413771,9.04052,vf_he_top1000
840,2020[In][nuc]3[ASR]1,0.573021,14.1815,vf_he_top1000
841,2020[Mg][nan]3[ASR]1,0.351111,11.5014,vf_he_top1000
842,2020[Mn][nbo]3[ASR]1,0.660365,16,vf_he_top1000
843,2020[Mn][sql]2[ASR]2,0.315126,7.08151,vf_he_top1000
844,2020[Ni][nan]3[ASR]1,0.334467,12.2717,vf_he_top1000
845,2020[Ni][nan]3[ASR]3,0.352922,16,vf_he_top1000
846,2020[Ni][nan]3[FSR]3,0.352922,16,vf_he_top1000
847,2020[Ni][nbo]3[ASR]1,0.664808,16,vf_he_top1000
848,2020[Sc][acs]3[ASR]1,0.3198,7.34916,vf_he_top1000
849,2020[Sc][ceq]3[ASR]1,0.366424,11.2303,vf_he_top1000
850,2020[SiZr][scu]3[ASR]1,0.330117,9.9199,vf_he_top1000
851,2020[ZnCd][nan]3[ASR]1,0.345034,8.63981,vf_he_top1000
852,2020[Zn][nan]3[ASR]16,0.36,11.6896,vf_he_top1000
853,2020[Zn][nan]3[ASR]56,0.352675,13.7947,vf_he_top1000
854,2020[Zn][nan]3[ASR]8,0.514298,16,vf_he_top1000
855,2020[Zn][nan]3[FSR]7,0.503919,15.8156,vf_he_top1000
856,2020[Zn][nbo]3[ASR]1,0.318653,9.75267,vf_he_top1000
857,2020[Zn][nbo]3[ASR]3,0.659361,16,vf_he_top1000
858,2020[Zn][nts]3[ASR]1,0.384391,16,vf_he_top1000
859,2020[Zn][tbo]3[ASR]1,0.386962,13.3566,vf_he_top1000
860,2020[Zr][csq]3[ASR]2,0.607476,16,vf_he_top1000
861,2020[Zr][csq]3[ASR]3,0.613539,16,vf_he_top1000
862,2020[Zr][flu]3[ASR]1,0.453572,11.4256,vf_he_top1000
863,2020[Zr][flu]3[ASR]2,0.434875,11.178,vf_he_top1000
864,2020[Zr][flu]3[ASR]3,0.551978,16,vf_he_top1000
865,2020[Zr][nan]3[ASR]1,0.371396,10.3446,vf_he_top1000
866,2020[Zr][nan]3[FSR]1,0.345976,9.93428,vf_he_top1000
867,2020[Zr][scu]3[ASR]1,0.438682,11.781,vf_he_top1000
868,2020[Zr][sod]3[ASR]1,0.645841,16,vf_he_top1000
869,2020[Zr][sqc]3[ASR]1,0.335399,8.18188,vf_he_top1000
870,2020[Zr][sqc]3[ASR]2,0.337083,8.26225,vf_he_top1000
871,2021[Al][nan]3[ASR]24,0.498905,11.0498,vf_he_top1000
872,2021[Cd][kag]3[ASR]1,0.488037,16,vf_he_top1000
873,2021[Cd][pcu]3[ASR]2,0.351446,7.69972,vf_he_top1000
874,2021[Ce][nan]3[ASR]2,0.335772,15.3588,vf_he_top1000
875,2021[Ce][nan]3[ION]1,0.268709,15.3875,d_max>15
876,2021[Ce][nbo]3[ASR]1,0.322664,15.057,vf_he_top1000
877,2021[Ce][nbo]3[ASR]2,0.317787,14.9632,vf_he_top1000
878,2021[Ce][nbo]3[FSR]1,0.271148,15.057,d_max>15
879,2021[Co][llj]3[ASR]1,0.324273,9.75634,vf_he_top1000
880,2021[Co][nan]3[ASR]11,0.39159,13.7009,vf_he_top1000
881,2021[Co][nan]3[ASR]17,0.356433,10.1852,vf_he_top1000
882,2021[Cu][lvt]3[ASR]1,0.624194,14.4845,vf_he_top1000
883,2021[Cu][nbo]3[ASR]1,0.471994,16,vf_he_top1000
884,2021[Cu][nbo]3[ASR]2,0.676579,16,vf_he_top1000
885,2021[Cu][pcu]3[ASR]3,0.400433,10.8518,vf_he_top1000
886,2021[Eu][fcu]3[ASR]1,0.407417,12.6067,vf_he_top1000
887,2021[Eu][fcu]3[ASR]2,0.433599,13.5292,vf_he_top1000
888,2021[Eu][fcu]3[FSR]1,0.423311,12.895,vf_he_top1000
889,2021[Fe][acs]3[ASR]1,0.34321,8.83427,vf_he_top1000
890,2021[Hf][sqc]3[ASR]1,0.316957,8.05148,vf_he_top1000
891,2021[Mn][nan]3[ASR]2,0.440175,15.905,vf_he_top1000
892,2021[NiW][hcb]2[ASR]1,0.36769,14.1864,vf_he_top1000
893,2021[Ni][nan]3[ASR]4,0.354667,11.3617,vf_he_top1000
894,2021[Sc][nan]3[ASR]1,0.408744,16,vf_he_top1000
895,2021[Th][fcu]3[ASR]1,0.41971,12.683,vf_he_top1000
896,2021[Th][fcu]3[FSR]1,0.409937,12.683,vf_he_top1000
897,2021[U][cds]3[ASR]1,0.378733,9.43958,vf_he_top1000
898,2021[U][cds]3[FSR]1,0.334315,9.42096,vf_he_top1000
899,2021[Y][pcu]3[ASR]1,0.396669,11.0133,vf_he_top1000
900,2021[ZnIn][nan]3[ASR]1,0.367502,14.1311,vf_he_top1000
901,2021[ZnMg][nan]3[ASR]1,0.329807,8.40944,vf_he_top1000
902,2021[Zn][dia]3[ASR]1,0.370547,8.57968,vf_he_top1000
903,2021[Zn][nan]3[ASR]1,0.361474,11.1584,vf_he_top1000
904,2021[Zn][nan]3[ASR]15,0.356173,13.8571,vf_he_top1000
905,2021[Zn][nan]3[ASR]2,0.36306,11.1794,vf_he_top1000
906,2021[Zn][nan]3[ASR]3,0.325143,7.9754,vf_he_top1000
907,2021[Zn][nan]3[ASR]4,0.343342,9.84975,vf_he_top1000
908,2021[Zn][rtl]3[ASR]2,0.415715,9.62482,vf_he_top1000
909,2021[Zn][scu]3[ASR]1,0.409697,13.0148,vf_he_top1000
910,2021[Zr][csq]3[ASR]1,0.51737,16,vf_he_top1000
911,2021[Zr][flu]3[ASR]1,0.48336,12.9406,vf_he_top1000
912,2021[Zr][reo]3[ASR]1,0.4552,16,vf_he_top1000
913,2021[Zr][reo]3[ASR]2,0.462144,16,vf_he_top1000
914,2022[Co][nan]3[ASR]1,0.353063,7.88959,vf_he_top1000
915,2022[Co][nan]3[ASR]12,0.315885,12.0246,vf_he_top1000
916,2022[Co][nan]3[ASR]13,0.349185,12.78,vf_he_top1000
917,2022[Co][nan]3[ASR]14,0.349333,11.4602,vf_he_top1000
918,2022[Cu][sql]2[ASR]1,0.444777,10.4099,vf_he_top1000
919,2022[Cu][sql]2[ASR]2,0.398518,9.8166,vf_he_top1000
920,2022[Cu][sql]2[ASR]3,0.379545,9.54455,vf_he_top1000
921,2022[Cu][sql]2[ASR]4,0.400682,9.67609,vf_he_top1000
922,2022[Cu][sql]2[ASR]5,0.404505,10.0379,vf_he_top1000
923,2022[Cu][sql]2[ASR]6,0.387367,9.64349,vf_he_top1000
924,2022[Cu][sql]2[ASR]7,0.400856,9.93014,vf_he_top1000
925,2022[Cu][tbo]3[ASR]10,0.36841,12.3165,vf_he_top1000
926,2022[Cu][tbo]3[ASR]3,0.369021,12.3295,vf_he_top1000
927,2022[Cu][tbo]3[ASR]4,0.371463,12.3229,vf_he_top1000
928,2022[Cu][tbo]3[ASR]5,0.365968,12.2814,vf_he_top1000
929,2022[Cu][tbo]3[ASR]6,0.365357,12.2773,vf_he_top1000
930,2022[Cu][tbo]3[ASR]7,0.363525,12.301,vf_he_top1000
931,2022[Cu][tbo]3[ASR]8,0.371463,12.3918,vf_he_top1000
932,2022[Cu][tbo]3[ASR]9,0.372074,12.3975,vf_he_top1000
933,2022[Mn][kgd]2[ASR]2,0.346698,10.6417,vf_he_top1000
934,2022[Nd][nan]3[ASR]1,0.349236,8.2766,vf_he_top1000
935,2022[NiFe][nan]3[ASR]1,0.339556,11.7003,vf_he_top1000
936,2022[Ni][nan]3[ASR]4,0.343111,11.7357,vf_he_top1000
937,2022[Sc][fmz]3[ASR]1,0.453332,13.1619,vf_he_top1000
938,2022[Tb][nan]3[ASR]1,0.308626,16,d_max>15
939,2022[U][srs]3[ASR]1,0.554551,16,vf_he_top1000
940,2022[U][srs]3[FSR]1,0.541055,16,vf_he_top1000
941,2022[Y][flu]3[ASR]1,0.432221,13.4462,vf_he_top1000
942,2022[Zn][nan]3[ASR]17,0.336432,12.6776,vf_he_top1000
943,2022[Zn][nan]3[ASR]21,0.321006,12.3809,vf_he_top1000
944,2022[Zn][nan]3[ASR]22,0.327151,12.4072,vf_he_top1000
945,2022[Zn][nan]3[ASR]23,0.317251,11.8679,vf_he_top1000
946,2022[Zn][nan]3[ASR]25,0.345585,12.3054,vf_he_top1000
947,2022[Zn][nan]3[ASR]4,0.336312,10.3078,vf_he_top1000
948,2022[Zn][nan]3[ASR]5,0.366196,11.1685,vf_he_top1000
949,2022[Zn][nan]3[ASR]6,0.365974,11.14,vf_he_top1000
950,2022[Zn][nan]3[ASR]7,0.365862,11.1421,vf_he_top1000
951,2022[Zn][nan]3[FSR]25,0.320665,12.3054,vf_he_top1000
952,2022[Zn][rtl]3[ASR]1,0.499719,11.1902,vf_he_top1000
953,2022[Zr][bcu]3[ASR]1,0.459458,10.9341,vf_he_top1000
954,2022[Zr][scu]3[ASR]1,0.64647,16,vf_he_top1000
955,2022[Zr][she]3[ASR]1,0.581815,16,vf_he_top1000
956,2022[Zr][sqc]3[ASR]1,0.382479,10.2595,vf_he_top1000
957,2023[AlCu][scu]3[ASR]1,0.364325,13.8785,vf_he_top1000
958,2023[Cd][nan]3[ASR]8,0.364066,9.348,vf_he_top1000
959,2023[Co][nan]3[ASR]12,0.349333,11.0109,vf_he_top1000
960,2023[Co][nan]3[ASR]13,0.349333,10.9922,vf_he_top1000
961,2023[Co][nan]3[ASR]9,0.494936,12.9568,vf_he_top1000
962,2023[CuSc][flu]3[ASR]1,0.349136,10.5678,vf_he_top1000
963,2023[Cu][ctn]3[ASR]1,0.434803,9.20196,vf_he_top1000
964,2023[Cu][nan]3[ASR]5,0.41488,11.0172,vf_he_top1000
965,2023[Cu][nan]3[ASR]6,0.498082,12.2998,vf_he_top1000
966,2023[Cu][nan]3[ASR]7,0.493699,13.0724,vf_he_top1000
967,2023[Cu][nan]3[ASR]8,0.481111,11.4338,vf_he_top1000
968,2023[Cu][nan]3[ASR]9,0.451027,10.3932,vf_he_top1000
969,2023[Cu][nbo]3[ASR]1,0.368595,9.60555,vf_he_top1000
970,2023[Cu][pts]3[ION]1,0.364696,9.47869,vf_he_top1000
971,2023[Eu][nan]3[ASR]2,0.428947,16,vf_he_top1000
972,2023[Eu][nan]3[FSR]2,0.401825,16,vf_he_top1000
973,2023[Fe][ant]3[ASR]1,0.328594,11.2177,vf_he_top1000
974,2023[Fe][nbo]3[ASR]1,0.32389,9.86615,vf_he_top1000
975,2023[Fe][xmz]3[ASR]3,0.31606,10.1216,vf_he_top1000
976,2023[Hf][flu]3[ASR]1,0.363765,9.14637,vf_he_top1000
977,2023[Hf][flu]3[ASR]2,0.364493,9.26028,vf_he_top1000
978,2023[Hf][flu]3[ASR]3,0.349815,8.86084,vf_he_top1000
979,2023[Hf][flu]3[ASR]4,0.356036,8.8501,vf_he_top1000
980,2023[Hf][hcp]3[ASR]1,0.433456,14.6509,vf_he_top1000
981,2023[In][neb]3[ASR]1,0.323065,7.75162,vf_he_top1000
982,2023[In][neb]3[ASR]4,0.316321,9.11563,vf_he_top1000
983,2023[In][nht]3[ASR]2,0.334167,11.1643,vf_he_top1000
984,2023[Mn][nan]3[ASR]1,0.423895,12.2475,vf_he_top1000
985,2023[Ni][acs]3[ASR]1,0.47181,11.1151,vf_he_top1000
986,2023[Ni][nan]3[ASR]2,0.358222,11.3519,vf_he_top1000
987,2023[U][bcu]3[ASR]1,0.492967,14.4892,vf_he_top1000
988,2023[Yb][the]3[ASR]1,0.46314,16,vf_he_top1000
989,2023[Zn][ant]3[ASR]1,0.393511,10.8952,vf_he_top1000
990,2023[Zn][hmc]3[ASR]1,0.403608,13.8972,vf_he_top1000
991,2023[Zn][pcu]3[ASR]1,0.350494,8.83956,vf_he_top1000
992,2023[Zn][srs]3[ASR]1,0.344217,7.10295,vf_he_top1000
993,2023[Zr][hcp]3[ASR]1,0.437495,14.8303,vf_he_top1000
994,2023[Zr][nbo]3[ASR]1,0.648962,16,vf_he_top1000
995,2023[Zr][reo]3[ASR]1,0.434752,16,vf_he_top1000
996,2023[Zr][reo]3[ASR]2,0.437824,16,vf_he_top1000
997,2023[Zr][reo]3[ASR]3,0.393088,14.2359,vf_he_top1000
998,2023[Zr][reo]3[ASR]4,0.38944,13.5767,vf_he_top1000
999,2024[Cd][nan]3[ASR]1,0.410896,15.6962,vf_he_top1000
1000,2024[Cd][nan]3[ASR]4,0.410896,15.6962,vf_he_top1000
1001,2024[Cu][lvt]3[ASR]1,0.381628,8.99904,vf_he_top1000
1002,2024[Tb][tfz]3[ASR]1,0.372847,9.58076,vf_he_top1000
1003,2024[Zn][pcu]3[ASR]1,0.577731,14.4101,vf_he_top1000
1004,2024[Zn][pcu]3[ASR]2,0.480167,13.8293,vf_he_top1000
1005,2024[Zn][pcu]3[FSR]3,0.489811,12.6854,vf_he_top1000
1006,2024[Zr][bcu]3[ASR]1,0.498127,15.236,vf_he_top1000
1007,2024[Zr][flu]3[ASR]1,0.349441,7.71501,vf_he_top1000
