# Uniform random sample for the Figure 4 interim plan. seed=20260903; population = 9,167 coordinate-distinct groups of the frozen 12,499 (benchmark/frozen/coord_keys.json); representative = lexicographically first coreid in each group; draw = python random.Random(20260903).sample(sorted(reps), 1500). RECORDED BEFORE ANY RUN. Skip this line.
n,structure_id
1333,2021[Tb][nan]3[ASR]3
1334,2021[Tb][nan]3[FSR]1
1335,2021[Tm][nan]3[ASR]3
1336,2021[U][nan]2[ASR]1
1337,2021[U][nan]2[ASR]2
1338,2021[V][nan]3[ASR]1
1339,2021[V][nan]3[ASR]11
1340,2021[V][nan]3[ASR]12
1341,2021[V][nan]3[ASR]2
1342,2021[V][nan]3[ASR]9
1343,2021[Y][pcu]3[ASR]1
1344,2021[ZnIn][nan]3[ASR]1
1345,2021[ZnPb][llj]3[ASR]1
1346,2021[Zn][bex]2[ASR]1
1347,2021[Zn][dia]3[ASR]2
1348,2021[Zn][dmc]3[ASR]1
1349,2021[Zn][fsc]3[ASR]1
1350,2021[Zn][fsc]3[ASR]2
1351,2021[Zn][kgd]2[ASR]1
1352,2021[Zn][nan]3[ASR]10
1353,2021[Zn][nan]3[ASR]12
1354,2021[Zn][nan]3[ASR]13
1355,2021[Zn][nan]3[ASR]22
1356,2021[Zn][nan]3[ASR]8
1357,2021[Zn][pts]3[ASR]2
1358,2021[Zn][tfz]3[ASR]1
1359,2021[Zn][zst]3[ASR]1
1360,2022[Cd][crb]3[FSR]1
1361,2022[Cd][fes]2[ASR]1
1362,2022[Cd][nan]2[FSR]2
1363,2022[Cd][nan]3[ASR]1
1364,2022[Cd][nan]3[ASR]6
1365,2022[Cd][nan]3[FSR]1
1366,2022[Cd][nuc]3[ASR]1
1367,2022[Cd][sql]2[FSR]2
1368,2022[Co][sit]3[ASR]1
1369,2022[Cr][nan]3[ASR]2
1370,2022[CuCd][nan]2[ASR]1
1371,2022[Cu][sql]2[FSR]3
1372,2022[Cu][tbo]3[ASR]10
1373,2022[Cu][tbo]3[FSR]3
1374,2022[Cu][tbo]3[FSR]7
1375,2022[Er][ant]3[ASR]1
1376,2022[Eu][acs]3[ASR]1
1377,2022[Eu][ant]3[ASR]1
1378,2022[Eu][cco]3[ASR]1
1379,2022[Eu][hcb]2[ASR]3
1380,2022[Eu][pcu]3[ASR]1
1381,2022[Eu][pts]3[ASR]1
1382,2022[La][nan]2[ASR]1
1383,2022[Lu][nan]3[FSR]1
1384,2022[Mn][kgd]2[FSR]1
1385,2022[Mn][pcu]3[ASR]1
1386,2022[Mn][sql]2[ASR]2
1387,2022[Ni][nan]3[ASR]2
1388,2022[Ni][nan]3[ASR]3
1389,2022[Ni][nan]3[ASR]5
1390,2022[Pr][ant]3[ASR]1
1391,2022[Sm][sqc]3[ASR]1
1392,2022[Tb][dia]3[FSR]1
1393,2022[U][hcb]2[ASR]1
1394,2022[Y][acs]3[ASR]1
1395,2022[Y][nan]3[ASR]1
1396,2022[Y][nan]3[ASR]3
1397,2022[ZnCo][rtl]3[ASR]1
1398,2022[ZnPb][nan]2[FSR]1
1399,2022[Zn][hcb]2[ASR]1
1400,2022[Zn][hcb]2[FSR]1
1401,2022[Zn][hea]3[ASR]1
1402,2022[Zn][nan]3[ASR]13
1403,2022[Zn][nan]3[ASR]14
1404,2022[Zn][nan]3[ASR]22
1405,2022[Zn][nan]3[ASR]7
1406,2022[Zn][nan]3[ION]1
1407,2022[Zn][pts]3[ASR]2
1408,2022[Zn][pts]3[ASR]5
1409,2023[Al][nan]3[ASR]1
1410,2023[Cd][dia]3[ASR]2
1411,2023[Cd][fsc]3[ASR]1
1412,2023[Ce][nan]3[ASR]1
1413,2023[Co][ato]3[ASR]2
1414,2023[Co][ato]3[FSR]1
1415,2023[Co][dia]3[FSR]1
1416,2023[Co][sql]2[ASR]5
1417,2023[Co][sql]2[FSR]7
1418,2023[CuMo][nan]2[ASR]1
1419,2023[CuMo][nan]2[ASR]2
1420,2023[CuPt][fof]3[ASR]1
1421,2023[CuTh][sql]2[ASR]1
1422,2023[CuTi][nan]3[ASR]4
1423,2023[Cu][nan]3[ASR]3
1424,2023[Cu][nan]3[ASR]4
1425,2023[Cu][nan]3[ASR]5
1426,2023[Cu][nan]3[ASR]6
1427,2023[Cu][nan]3[ASR]9
1428,2023[Cu][pts]3[ION]1
1429,2023[Cu][sql]2[FSR]3
1430,2023[Eu][kgd]2[FSR]1
1431,2023[Eu][mog]3[ASR]1
1432,2023[Eu][nan]2[ASR]3
1433,2023[Fe][nan]3[ASR]4
1434,2023[Fe][xmz]3[ASR]5
1435,2023[Ga][bpq]3[ASR]21
1436,2023[Gd][nan]2[ASR]1
1437,2023[Ho][nan]3[ASR]1
1438,2023[Ho][nan]3[FSR]1
1439,2023[In][neb]3[ASR]3
1440,2023[In][nht]3[ASR]1
1441,2023[La][pts]3[FSR]1
1442,2023[Mg][bpq]3[ASR]1
1443,2023[Mn][nan]2[ASR]1
1444,2023[Mn][nan]2[FSR]1
1445,2023[Ni][dia]3[ION]7
1446,2023[Ni][nan]3[FSR]3
1447,2023[Ni][nan]3[FSR]4
1448,2023[Ni][sql]2[FSR]1
1449,2023[Ni][sql]2[FSR]2
1450,2023[Sc][bpq]3[ASR]2
1451,2023[Sc][nan]3[ASR]1
1452,2023[Sc][nan]3[ASR]2
1453,2023[Sc][nan]3[ASR]8
1454,2023[Sm][nan]3[ION]1
1455,2023[Tb][bey]2[FSR]1
1456,2023[Tb][nan]3[ASR]2
1457,2023[U][dia]3[ASR]1
1458,2023[WNdZr][nan]3[FSR]1
1459,2023[ZnTi][nan]3[ASR]11
1460,2023[ZnTi][nan]3[ASR]12
1461,2023[ZnTi][nan]3[ASR]2
1462,2023[ZnTi][nan]3[ASR]7
1463,2023[ZnTi][nan]3[ION]2
1464,2023[ZnTi][nan]3[ION]3
1465,2023[ZnTi][nan]3[ION]6
1466,2023[Zn][ant]3[ASR]1
1467,2023[Zn][fsc]3[ASR]1
1468,2023[Zn][hmc]3[ASR]1
1469,2023[Zn][kgd]2[FSR]2
1470,2023[Zn][nan]3[ASR]1
1471,2023[Zn][nan]3[ASR]11
1472,2023[Zn][nan]3[ASR]3
1473,2023[Zn][sql]2[ASR]1
1474,2023[Zn][sql]2[ASR]12
1475,2023[Zn][sql]2[ASR]19
1476,2023[Zn][sql]2[ASR]21
1477,2023[Zn][sql]2[ASR]23
1478,2023[Zn][sql]2[ASR]24
1479,2023[Zn][sql]2[ASR]7
1480,2023[Zn][sra]3[ASR]1
1481,2024[Cd][dia]3[ASR]1
1482,2024[Cd][nan]3[ASR]2
1483,2024[Cd][pcu]3[FSR]1
1484,2024[Cd][sql]2[ASR]1
1485,2024[Co][pcu]3[ASR]1
1486,2024[Cu][pcu]3[ASR]1
1487,2024[Cu][srs]3[FSR]1
1488,2024[Eu][sql]2[ASR]1
1489,2024[Mn][nan]3[ASR]2
1490,2024[Mn][pts]3[ASR]1
1491,2024[Mn][scu]3[ASR]1
1492,2024[Ni][fes]2[FSR]1
1493,2024[Ni][nan]3[ASR]1
1494,2024[Tb][nan]3[FSR]1
1495,2024[Zn][crb]3[ASR]27
1496,2024[Zn][fes]2[ASR]1
1497,2024[Zn][nan]3[FSR]2
1498,2024[Zn][pcu]3[FSR]2
1499,2024[Zn][sql]2[ASR]1
1500,2024[Zn][srs]3[ASR]1
